open_time,open,high,low,close,volume,amount,close_time
1706457600000,42258.0000000000000000000000000000,42336.7000000000000000000000000000,42245.7300000000000000000000000000,42336.7000000000000000000000000000,51.92826300,2196112.520000000000000000,1706457900000
1706457900000,42336.7000000000000000000000000000,42338.6600000000000000000000000000,42297.3500000000000000000000000000,42316.2600000000000000000000000000,38.96666300,1649049.820000000000000000,1706458200000
1706458200000,42316.2600000000000000000000000000,42341.1000000000000000000000000000,42316.2600000000000000000000000000,42330.1300000000000000000000000000,53.18554400,2251419.620000000000000000,1706458500000
1706458500000,42330.1300000000000000000000000000,42353.1800000000000000000000000000,42257.6300000000000000000000000000,42264.9300000000000000000000000000,45.83566700,1938662.840000000000000000,1706458800000
1706458800000,42264.9300000000000000000000000000,42299.3900000000000000000000000000,42264.9200000000000000000000000000,42299.3900000000000000000000000000,42.34791800,1790775.650000000000000000,1706459100000
1706459100000,42299.3900000000000000000000000000,42324.9900000000000000000000000000,42282.9100000000000000000000000000,42282.9100000000000000000000000000,36.85083900,1558850.030000000000000000,1706459400000
1706459400000,42282.9100000000000000000000000000,42295.9100000000000000000000000000,42161.1000000000000000000000000000,42161.1000000000000000000000000000,58.81009100,2483795.820000000000000000,1706459700000
1706459700000,42161.1000000000000000000000000000,42248.8400000000000000000000000000,42136.5800000000000000000000000000,42234.4700000000000000000000000000,55.56199200,2345257.520000000000000000,1706460000000
1706460000000,42234.4700000000000000000000000000,42318.0100000000000000000000000000,42232.0000000000000000000000000000,42310.9400000000000000000000000000,47.40328400,2003864.510000000000000000,1706460300000
1706460300000,42310.9400000000000000000000000000,42341.7100000000000000000000000000,42282.0100000000000000000000000000,42320.0000000000000000000000000000,48.07628200,2034540.560000000000000000,1706460600000
1706460600000,42320.0000000000000000000000000000,42330.0000000000000000000000000000,42304.1000000000000000000000000000,42312.3500000000000000000000000000,35.93453000,1520672.140000000000000000,1706460900000
1706460900000,42312.3500000000000000000000000000,42350.5200000000000000000000000000,42312.3400000000000000000000000000,42312.3400000000000000000000000000,48.01559800,2032245.710000000000000000,1706461200000
1706461200000,42312.3400000000000000000000000000,42312.3500000000000000000000000000,42260.0000000000000000000000000000,42260.0000000000000000000000000000,47.91459600,2026157.670000000000000000,1706461500000
1706461500000,42260.0000000000000000000000000000,42278.6300000000000000000000000000,42191.2500000000000000000000000000,42191.3000000000000000000000000000,51.02129600,2154270.550000000000000000,1706461800000
1706461800000,42191.3000000000000000000000000000,42241.1000000000000000000000000000,42172.7200000000000000000000000000,42222.2700000000000000000000000000,44.31064700,1870502.310000000000000000,1706462100000
1706462100000,42222.2700000000000000000000000000,42235.4200000000000000000000000000,42162.5000000000000000000000000000,42192.2300000000000000000000000000,51.61295400,2177800.780000000000000000,1706462400000
1706462400000,42192.2300000000000000000000000000,42226.9900000000000000000000000000,42181.1000000000000000000000000000,42226.9900000000000000000000000000,36.16980100,1526535.000000000000000000,1706462700000
