open_time,open,high,low,close,volume,amount,close_time
1686499200000,25751.3500000000000000000000000000,25770.5900000000000000000000000000,25738.0700000000000000000000000000,25760.5700000000000000000000000000,15.90091300,409499.540000000000000000,1686499500000
1686499500000,25760.5700000000000000000000000000,25793.1200000000000000000000000000,25760.5600000000000000000000000000,25771.0300000000000000000000000000,18.21150900,469506.340000000000000000,1686499800000
1686499800000,25771.0300000000000000000000000000,25784.4500000000000000000000000000,25764.9100000000000000000000000000,25779.8100000000000000000000000000,13.90792900,358446.180000000000000000,1686500100000
1686500100000,25779.8100000000000000000000000000,25838.9400000000000000000000000000,25779.8100000000000000000000000000,25825.1300000000000000000000000000,25.36200900,654489.160000000000000000,1686500400000
1686500400000,25825.1300000000000000000000000000,25884.0600000000000000000000000000,25811.4500000000000000000000000000,25852.8200000000000000000000000000,50.46673300,1304301.910000000000000000,1686500700000
1686500700000,25852.8200000000000000000000000000,25899.0000000000000000000000000000,25827.9000000000000000000000000000,25834.1700000000000000000000000000,49.24407800,1273060.460000000000000000,1686501000000
1686501000000,25834.1700000000000000000000000000,25897.3100000000000000000000000000,25830.0700000000000000000000000000,25884.2200000000000000000000000000,47.91086500,1239393.150000000000000000,1686501300000
1686501300000,25884.2200000000000000000000000000,25884.2300000000000000000000000000,25857.1100000000000000000000000000,25872.0000000000000000000000000000,30.39780400,786349.060000000000000000,1686501600000
1686501600000,25872.0000000000000000000000000000,25945.6500000000000000000000000000,25870.2800000000000000000000000000,25939.6300000000000000000000000000,48.44850800,1255107.260000000000000000,1686501900000
1686501900000,25939.6300000000000000000000000000,25953.2900000000000000000000000000,25874.4100000000000000000000000000,25905.7900000000000000000000000000,58.56932000,1517131.270000000000000000,1686502200000
1686502200000,25905.7900000000000000000000000000,25915.5300000000000000000000000000,25890.0000000000000000000000000000,25901.3500000000000000000000000000,23.87346700,618381.740000000000000000,1686502500000
1686502500000,25901.3500000000000000000000000000,25901.3500000000000000000000000000,25859.0800000000000000000000000000,25868.1900000000000000000000000000,38.13287800,986503.520000000000000000,1686502800000
1686502800000,25868.1900000000000000000000000000,25877.7000000000000000000000000000,25836.8900000000000000000000000000,25849.8200000000000000000000000000,43.13680200,1115472.580000000000000000,1686503100000
1686503100000,25849.8200000000000000000000000000,26008.5800000000000000000000000000,25849.8100000000000000000000000000,25989.6000000000000000000000000000,54.69209800,1417619.360000000000000000,1686503400000
