open_time,open,high,low,close,volume,amount,close_time
1732550400000,95991.9800000000000000000000000000,96273.7500000000000000000000000000,95930.7900000000000000000000000000,96112.0000000000000000000000000000,54.05299530,5192137.170000000000000000,1732550700000
1732550700000,96112.0000000000000000000000000000,96112.0000000000000000000000000000,95692.3500000000000000000000000000,95750.0400000000000000000000000000,71.50210954,6854707.610000000000000000,1732551000000
1732551000000,95750.0400000000000000000000000000,96210.8900000000000000000000000000,95750.0400000000000000000000000000,96132.0200000000000000000000000000,31.51594029,3025295.360000000000000000,1732551300000
1732551300000,96132.0200000000000000000000000000,96332.0200000000000000000000000000,96010.6700000000000000000000000000,96291.9900000000000000000000000000,29.18710216,2806473.470000000000000000,1732551600000
1732551600000,96291.9900000000000000000000000000,96500.0000000000000000000000000000,96184.0100000000000000000000000000,96194.7300000000000000000000000000,18.66017405,1797917.370000000000000000,1732551900000
1732551900000,96194.7300000000000000000000000000,96380.9400000000000000000000000000,96067.0100000000000000000000000000,96092.0000000000000000000000000000,17.82168244,1714939.480000000000000000,1732552200000
1732552200000,96092.0000000000000000000000000000,96378.7800000000000000000000000000,96092.0000000000000000000000000000,96148.6800000000000000000000000000,11.46211611,1102824.550000000000000000,1732552500000
1732552500000,96148.6800000000000000000000000000,96186.3900000000000000000000000000,95954.3200000000000000000000000000,95975.9900000000000000000000000000,15.45301760,1483910.190000000000000000,1732552800000
1732552800000,95975.9900000000000000000000000000,96048.7400000000000000000000000000,95841.0800000000000000000000000000,95863.9900000000000000000000000000,21.07195898,2021944.280000000000000000,1732553100000
1732553100000,95863.9900000000000000000000000000,96014.7200000000000000000000000000,95756.0900000000000000000000000000,95760.0200000000000000000000000000,14.89664557,1428116.950000000000000000,1732553400000
1732553400000,95760.0200000000000000000000000000,96125.2800000000000000000000000000,95711.2000000000000000000000000000,95879.0000000000000000000000000000,21.36714903,2048247.220000000000000000,1732553700000
1732553700000,95879.0000000000000000000000000000,96060.0100000000000000000000000000,95879.0000000000000000000000000000,95924.0000000000000000000000000000,12.64925483,1213930.090000000000000000,1732554000000
1732554000000,95924.0000000000000000000000000000,95924.0000000000000000000000000000,95548.6500000000000000000000000000,95584.0100000000000000000000000000,27.85547073,2665934.240000000000000000,1732554300000
1732554300000,95584.0100000000000000000000000000,95645.9700000000000000000000000000,95408.0000000000000000000000000000,95445.0000000000000000000000000000,21.35109469,2039303.070000000000000000,1732554600000
1732554600000,95445.0000000000000000000000000000,95516.2600000000000000000000000000,95052.0700000000000000000000000000,95052.0700000000000000000000000000,39.32731350,3747148.170000000000000000,1732554900000
1732554900000,95052.0700000000000000000000000000,95374.9900000000000000000000000000,95052.0700000000000000000000000000,95297.6800000000000000000000000000,39.16105100,3727830.520000000000000000,1732555200000
1732555200000,95297.6800000000000000000000000000,95297.6800000000000000000000000000,94850.0100000000000000000000000000,94870.3700000000000000000000000000,33.33623345,3166859.210000000000000000,1732555500000
1732555500000,94870.3700000000000000000000000000,95220.6900000000000000000000000000,94870.3700000000000000000000000000,95075.9300000000000000000000000000,22.23026134,2113777.160000000000000000,1732555800000
1732555800000,95075.9300000000000000000000000000,95599.9200000000000000000000000000,95064.0100000000000000000000000000,95499.9700000000000000000000000000,57.48478156,5487718.170000000000000000,1732556100000
1732556100000,95499.9700000000000000000000000000,95523.8000000000000000000000000000,95144.7800000000000000000000000000,95162.0000000000000000000000000000,80.88044419,7708087.320000000000000000,1732556400000
1732556400000,95162.0000000000000000000000000000,95162.0000000000000000000000000000,94944.4400000000000000000000000000,94945.3100000000000000000000000000,34.46425368,3275806.160000000000000000,1732556700000
1732556700000,94945.3100000000000000000000000000,95267.0100000000000000000000000000,94856.0000000000000000000000000000,95040.0000000000000000000000000000,14.44136672,1371372.610000000000000000,1732557000000
1732557000000,95040.0000000000000000000000000000,95351.5600000000000000000000000000,95028.0100000000000000000000000000,95290.0000000000000000000000000000,24.34468058,2317340.800000000000000000,1732557300000
1732557300000,95290.0000000000000000000000000000,95340.0000000000000000000000000000,95170.0200000000000000000000000000,95238.1100000000000000000000000000,32.36307684,3083282.510000000000000000,1732557600000
1732557600000,95238.1100000000000000000000000000,95320.0300000000000000000000000000,94970.3000000000000000000000000000,95320.0300000000000000000000000000,34.82192672,3311764.120000000000000000,1732557900000
1732557900000,95320.0300000000000000000000000000,95447.9500000000000000000000000000,95060.0100000000000000000000000000,95439.7800000000000000000000000000,74.44912670,7084292.410000000000000000,1732558200000
1732558200000,95439.7800000000000000000000000000,95675.6200000000000000000000000000,95420.8400000000000000000000000000,95669.3400000000000000000000000000,67.79110201,6473965.160000000000000000,1732558500000
1732558500000,95669.3400000000000000000000000000,95908.5800000000000000000000000000,95528.0000000000000000000000000000,95840.4400000000000000000000000000,23.41675095,2240447.210000000000000000,1732558800000
1732558800000,95840.4400000000000000000000000000,95840.4400000000000000000000000000,95522.0100000000000000000000000000,95696.9900000000000000000000000000,48.37026645,4628215.890000000000000000,1732559100000
1732559100000,95696.9900000000000000000000000000,95715.9900000000000000000000000000,95442.6500000000000000000000000000,95458.4500000000000000000000000000,7.41013071,708491.900000000000000000,1732559400000
1732559400000,95458.4500000000000000000000000000,95565.1200000000000000000000000000,95387.9800000000000000000000000000,95492.0700000000000000000000000000,19.18081959,1830953.990000000000000000,1732559700000
1732559700000,95492.0700000000000000000000000000,95492.0700000000000000000000000000,95225.9500000000000000000000000000,95262.9900000000000000000000000000,22.41065971,2136610.520000000000000000,1732560000000
1732560000000,95262.9900000000000000000000000000,95388.0100000000000000000000000000,95008.0000000000000000000000000000,95008.0000000000000000000000000000,43.56494747,4146925.510000000000000000,1732560300000
1732560300000,95008.0000000000000000000000000000,95191.9900000000000000000000000000,94870.0000000000000000000000000000,94945.9900000000000000000000000000,53.27812681,5061318.250000000000000000,1732560600000
1732560600000,94945.9900000000000000000000000000,95184.2800000000000000000000000000,94936.0100000000000000000000000000,95052.2400000000000000000000000000,35.32855914,3359412.200000000000000000,1732560900000
1732560900000,95052.2400000000000000000000000000,95147.5000000000000000000000000000,94964.0100000000000000000000000000,95131.6700000000000000000000000000,27.96573290,2659312.490000000000000000,1732561200000
1732561200000,95131.6700000000000000000000000000,95139.9800000000000000000000000000,94868.0100000000000000000000000000,94922.9700000000000000000000000000,45.48937909,4319774.450000000000000000,1732561500000
1732561500000,94922.9700000000000000000000000000,95243.9900000000000000000000000000,94800.0000000000000000000000000000,95098.5100000000000000000000000000,79.05954332,7512094.860000000000000000,1732561800000
1732561800000,95098.5100000000000000000000000000,95287.9900000000000000000000000000,95078.2400000000000000000000000000,95176.0000000000000000000000000000,57.09371394,5434659.890000000000000000,1732562100000
1732562100000,95176.0000000000000000000000000000,95176.0100000000000000000000000000,94947.9900000000000000000000000000,94947.9900000000000000000000000000,19.76380646,1878561.690000000000000000,1732562400000
1732562400000,94947.9900000000000000000000000000,94969.1500000000000000000000000000,94430.1600000000000000000000000000,94595.3800000000000000000000000000,52.54557912,4974213.540000000000000000,1732562700000
1732562700000,94595.3800000000000000000000000000,95100.0100000000000000000000000000,94595.3800000000000000000000000000,95100.0000000000000000000000000000,72.42188102,6866166.750000000000000000,1732563000000
1732563000000,95100.0000000000000000000000000000,95199.9800000000000000000000000000,94888.9500000000000000000000000000,94888.9600000000000000000000000000,54.18008180,5149643.580000000000000000,1732563300000
1732563300000,94888.9600000000000000000000000000,94933.9200000000000000000000000000,94550.9800000000000000000000000000,94665.3400000000000000000000000000,82.70458020,7833356.720000000000000000,1732563600000
1732563600000,94665.3400000000000000000000000000,95125.0000000000000000000000000000,94665.3400000000000000000000000000,95073.6300000000000000000000000000,55.66680493,5287389.680000000000000000,1732563900000
1732563900000,95073.6300000000000000000000000000,95125.0000000000000000000000000000,94768.0000000000000000000000000000,94820.0100000000000000000000000000,47.49487548,4509667.210000000000000000,1732564200000
1732564200000,94820.0100000000000000000000000000,94960.0000000000000000000000000000,94716.0000000000000000000000000000,94821.3800000000000000000000000000,30.96748275,2936179.780000000000000000,1732564500000
1732564500000,94821.3800000000000000000000000000,94898.9800000000000000000000000000,94640.0100000000000000000000000000,94678.1200000000000000000000000000,43.31969957,4103768.840000000000000000,1732564800000
1732564800000,94678.1200000000000000000000000000,94835.9900000000000000000000000000,94500.2600000000000000000000000000,94513.3700000000000000000000000000,50.38370399,4768968.640000000000000000,1732565100000
1732565100000,94513.3700000000000000000000000000,94896.7400000000000000000000000000,94507.9300000000000000000000000000,94896.7400000000000000000000000000,68.21938797,6463406.770000000000000000,1732565400000
1732565400000,94896.7400000000000000000000000000,94981.5100000000000000000000000000,94699.3200000000000000000000000000,94981.5100000000000000000000000000,57.57478305,5459199.390000000000000000,1732565700000
